date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,month end flag,same day year ago
20200622,6/22/2020,1,22,174,Monday,Mon,y,26,26,6/22/2020,20200622,6,6,June,Jun,2,2020,202006,12,4,2020,n,6/22/2019
20200623,6/23/2020,2,23,175,Tuesday,Tue,y,26,26,6/22/2020,20200622,6,6,June,Jun,2,2020,202006,12,4,2020,n,6/23/2019
20200624,6/24/2020,3,24,176,Wednesday,Wed,y,26,26,6/22/2020,20200622,6,6,June,Jun,2,2020,202006,12,4,2020,n,6/24/2019
20200625,6/25/2020,4,25,177,Thursday,Thu,y,26,26,6/22/2020,20200622,6,6,June,Jun,2,2020,202006,12,4,2020,n,6/25/2019
20200626,6/26/2020,5,26,178,Friday,Fri,y,26,26,6/22/2020,20200622,6,6,June,Jun,2,2020,202006,12,4,2020,n,6/26/2019
20200627,6/27/2020,6,27,179,Saturday,Sat,n,26,26,6/22/2020,20200622,6,6,June,Jun,2,2020,202006,12,4,2020,n,6/27/2019
20200628,6/28/2020,7,28,180,Sunday,Sun,n,26,26,6/22/2020,20200622,6,6,June,Jun,2,2020,202006,12,4,2020,n,6/28/2019
20200629,6/29/2020,1,29,181,Monday,Mon,y,27,27,6/29/2020,20200629,6,6,June,Jun,2,2020,202006,12,4,2020,n,6/29/2019
20200630,6/30/2020,2,30,182,Tuesday,Tue,y,27,27,6/29/2020,20200629,6,6,June,Jun,2,2020,202006,12,4,2020,m,6/30/2019
20200701,7/1/2020,3,1,183,Wednesday,Wed,y,27,27,6/29/2020,20200629,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/1/2019
20200702,7/2/2020,4,2,184,Thursday,Thu,y,27,27,6/29/2020,20200629,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/2/2019
20200703,7/3/2020,5,3,185,Friday,Fri,y,27,27,6/29/2020,20200629,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/3/2019
20200704,7/4/2020,6,4,186,Saturday,Sat,n,27,27,6/29/2020,20200629,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/4/2019
20200705,7/5/2020,7,5,187,Sunday,Sun,n,27,27,6/29/2020,20200629,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/5/2019
20200706,7/6/2020,1,6,188,Monday,Mon,y,28,28,7/6/2020,20200706,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/6/2019
20200707,7/7/2020,2,7,189,Tuesday,Tue,y,28,28,7/6/2020,20200706,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/7/2019
20200708,7/8/2020,3,8,190,Wednesday,Wed,y,28,28,7/6/2020,20200706,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/8/2019
20200709,7/9/2020,4,9,191,Thursday,Thu,y,28,28,7/6/2020,20200706,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/9/2019
20200710,7/10/2020,5,10,192,Friday,Fri,y,28,28,7/6/2020,20200706,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/10/2019
20200711,7/11/2020,6,11,193,Saturday,Sat,n,28,28,7/6/2020,20200706,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/11/2019
20200712,7/12/2020,7,12,194,Sunday,Sun,n,28,28,7/6/2020,20200706,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/12/2019
20200713,7/13/2020,1,13,195,Monday,Mon,y,29,29,7/13/2020,20200713,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/13/2019
20200714,7/14/2020,2,14,196,Tuesday,Tue,y,29,29,7/13/2020,20200713,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/14/2019
20200715,7/15/2020,3,15,197,Wednesday,Wed,y,29,29,7/13/2020,20200713,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/15/2019
20200716,7/16/2020,4,16,198,Thursday,Thu,y,29,29,7/13/2020,20200713,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/16/2019
20200717,7/17/2020,5,17,199,Friday,Fri,y,29,29,7/13/2020,20200713,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/17/2019
20200718,7/18/2020,6,18,200,Saturday,Sat,n,29,29,7/13/2020,20200713,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/18/2019
20200719,7/19/2020,7,19,201,Sunday,Sun,n,29,29,7/13/2020,20200713,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/19/2019
20200720,7/20/2020,1,20,202,Monday,Mon,y,30,30,7/20/2020,20200720,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/20/2019
20200721,7/21/2020,2,21,203,Tuesday,Tue,y,30,30,7/20/2020,20200720,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/21/2019
20200722,7/22/2020,3,22,204,Wednesday,Wed,y,30,30,7/20/2020,20200720,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/22/2019
20200723,7/23/2020,4,23,205,Thursday,Thu,y,30,30,7/20/2020,20200720,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/23/2019
20200724,7/24/2020,5,24,206,Friday,Fri,y,30,30,7/20/2020,20200720,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/24/2019
20200725,7/25/2020,6,25,207,Saturday,Sat,n,30,30,7/20/2020,20200720,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/25/2019
20200726,7/26/2020,7,26,208,Sunday,Sun,n,30,30,7/20/2020,20200720,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/26/2019
20200727,7/27/2020,1,27,209,Monday,Mon,y,31,31,7/27/2020,20200727,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/27/2019
20200728,7/28/2020,2,28,210,Tuesday,Tue,y,31,31,7/27/2020,20200727,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/28/2019
20200729,7/29/2020,3,29,211,Wednesday,Wed,y,31,31,7/27/2020,20200727,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/29/2019
20200730,7/30/2020,4,30,212,Thursday,Thu,y,31,31,7/27/2020,20200727,7,7,July,Jul,3,2020,202007,1,1,2021,n,7/30/2019
20200731,7/31/2020,5,31,213,Friday,Fri,y,31,31,7/27/2020,20200727,7,7,July,Jul,3,2020,202007,1,1,2021,m,7/31/2019
20200801,8/1/2020,6,1,214,Saturday,Sat,n,31,31,7/27/2020,20200727,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/1/2019
20200802,8/2/2020,7,2,215,Sunday,Sun,n,31,31,7/27/2020,20200727,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/2/2019
20200803,8/3/2020,1,3,216,Monday,Mon,y,32,32,8/3/2020,20200803,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/3/2019
20200804,8/4/2020,2,4,217,Tuesday,Tue,y,32,32,8/3/2020,20200803,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/4/2019
20200805,8/5/2020,3,5,218,Wednesday,Wed,y,32,32,8/3/2020,20200803,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/5/2019
20200806,8/6/2020,4,6,219,Thursday,Thu,y,32,32,8/3/2020,20200803,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/6/2019
20200807,8/7/2020,5,7,220,Friday,Fri,y,32,32,8/3/2020,20200803,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/7/2019
20200808,8/8/2020,6,8,221,Saturday,Sat,n,32,32,8/3/2020,20200803,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/8/2019
20200809,8/9/2020,7,9,222,Sunday,Sun,n,32,32,8/3/2020,20200803,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/9/2019
20200810,8/10/2020,1,10,223,Monday,Mon,y,33,33,8/10/2020,20200810,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/10/2019
20200811,8/11/2020,2,11,224,Tuesday,Tue,y,33,33,8/10/2020,20200810,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/11/2019
20200812,8/12/2020,3,12,225,Wednesday,Wed,y,33,33,8/10/2020,20200810,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/12/2019
20200813,8/13/2020,4,13,226,Thursday,Thu,y,33,33,8/10/2020,20200810,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/13/2019
20200814,8/14/2020,5,14,227,Friday,Fri,y,33,33,8/10/2020,20200810,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/14/2019
20200815,8/15/2020,6,15,228,Saturday,Sat,n,33,33,8/10/2020,20200810,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/15/2019
20200816,8/16/2020,7,16,229,Sunday,Sun,n,33,33,8/10/2020,20200810,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/16/2019
20200817,8/17/2020,1,17,230,Monday,Mon,y,34,34,8/17/2020,20200817,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/17/2019
20200818,8/18/2020,2,18,231,Tuesday,Tue,y,34,34,8/17/2020,20200817,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/18/2019
20200819,8/19/2020,3,19,232,Wednesday,Wed,y,34,34,8/17/2020,20200817,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/19/2019
20200820,8/20/2020,4,20,233,Thursday,Thu,y,34,34,8/17/2020,20200817,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/20/2019
20200821,8/21/2020,5,21,234,Friday,Fri,y,34,34,8/17/2020,20200817,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/21/2019
20200822,8/22/2020,6,22,235,Saturday,Sat,n,34,34,8/17/2020,20200817,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/22/2019
20200823,8/23/2020,7,23,236,Sunday,Sun,n,34,34,8/17/2020,20200817,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/23/2019
20200824,8/24/2020,1,24,237,Monday,Mon,y,35,35,8/24/2020,20200824,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/24/2019
20200825,8/25/2020,2,25,238,Tuesday,Tue,y,35,35,8/24/2020,20200824,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/25/2019
20200826,8/26/2020,3,26,239,Wednesday,Wed,y,35,35,8/24/2020,20200824,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/26/2019
20200827,8/27/2020,4,27,240,Thursday,Thu,y,35,35,8/24/2020,20200824,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/27/2019
20200828,8/28/2020,5,28,241,Friday,Fri,y,35,35,8/24/2020,20200824,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/28/2019
20200829,8/29/2020,6,29,242,Saturday,Sat,n,35,35,8/24/2020,20200824,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/29/2019
20200830,8/30/2020,7,30,243,Sunday,Sun,n,35,35,8/24/2020,20200824,8,8,August,Aug,3,2020,202008,2,1,2021,n,8/30/2019
20200831,8/31/2020,1,31,244,Monday,Mon,y,36,36,8/31/2020,20200831,8,8,August,Aug,3,2020,202008,2,1,2021,m,8/31/2019
20200901,9/1/2020,2,1,245,Tuesday,Tue,y,36,36,8/31/2020,20200831,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/1/2019
20200902,9/2/2020,3,2,246,Wednesday,Wed,y,36,36,8/31/2020,20200831,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/2/2019
20200903,9/3/2020,4,3,247,Thursday,Thu,y,36,36,8/31/2020,20200831,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/3/2019
20200904,9/4/2020,5,4,248,Friday,Fri,y,36,36,8/31/2020,20200831,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/4/2019
20200905,9/5/2020,6,5,249,Saturday,Sat,n,36,36,8/31/2020,20200831,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/5/2019
20200906,9/6/2020,7,6,250,Sunday,Sun,n,36,36,8/31/2020,20200831,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/6/2019
20200907,9/7/2020,1,7,251,Monday,Mon,y,37,37,9/7/2020,20200907,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/7/2019
20200908,9/8/2020,2,8,252,Tuesday,Tue,y,37,37,9/7/2020,20200907,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/8/2019
20200909,9/9/2020,3,9,253,Wednesday,Wed,y,37,37,9/7/2020,20200907,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/9/2019
20200910,9/10/2020,4,10,254,Thursday,Thu,y,37,37,9/7/2020,20200907,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/10/2019
20200911,9/11/2020,5,11,255,Friday,Fri,y,37,37,9/7/2020,20200907,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/11/2019
20200912,9/12/2020,6,12,256,Saturday,Sat,n,37,37,9/7/2020,20200907,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/12/2019
20200913,9/13/2020,7,13,257,Sunday,Sun,n,37,37,9/7/2020,20200907,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/13/2019
20200914,9/14/2020,1,14,258,Monday,Mon,y,38,38,9/14/2020,20200914,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/14/2019
20200915,9/15/2020,2,15,259,Tuesday,Tue,y,38,38,9/14/2020,20200914,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/15/2019
20200916,9/16/2020,3,16,260,Wednesday,Wed,y,38,38,9/14/2020,20200914,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/16/2019
20200917,9/17/2020,4,17,261,Thursday,Thu,y,38,38,9/14/2020,20200914,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/17/2019
20200918,9/18/2020,5,18,262,Friday,Fri,y,38,38,9/14/2020,20200914,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/18/2019
20200919,9/19/2020,6,19,263,Saturday,Sat,n,38,38,9/14/2020,20200914,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/19/2019
20200920,9/20/2020,7,20,264,Sunday,Sun,n,38,38,9/14/2020,20200914,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/20/2019
20200921,9/21/2020,1,21,265,Monday,Mon,y,39,39,9/21/2020,20200921,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/21/2019
20200922,9/22/2020,2,22,266,Tuesday,Tue,y,39,39,9/21/2020,20200921,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/22/2019
20200923,9/23/2020,3,23,267,Wednesday,Wed,y,39,39,9/21/2020,20200921,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/23/2019
20200924,9/24/2020,4,24,268,Thursday,Thu,y,39,39,9/21/2020,20200921,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/24/2019
20200925,9/25/2020,5,25,269,Friday,Fri,y,39,39,9/21/2020,20200921,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/25/2019
20200926,9/26/2020,6,26,270,Saturday,Sat,n,39,39,9/21/2020,20200921,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/26/2019
20200927,9/27/2020,7,27,271,Sunday,Sun,n,39,39,9/21/2020,20200921,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/27/2019
20200928,9/28/2020,1,28,272,Monday,Mon,y,40,40,9/28/2020,20200928,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/28/2019
20200929,9/29/2020,2,29,273,Tuesday,Tue,y,40,40,9/28/2020,20200928,9,9,September,Sep,3,2020,202009,3,1,2021,n,9/29/2019
20200930,9/30/2020,3,30,274,Wednesday,Wed,y,40,40,9/28/2020,20200928,9,9,September,Sep,3,2020,202009,3,1,2021,m,9/30/2019
20201001,10/1/2020,4,1,275,Thursday,Thu,y,40,40,9/28/2020,20200928,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/1/2019
20201002,10/2/2020,5,2,276,Friday,Fri,y,40,40,9/28/2020,20200928,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/2/2019
20201003,10/3/2020,6,3,277,Saturday,Sat,n,40,40,9/28/2020,20200928,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/3/2019
20201004,10/4/2020,7,4,278,Sunday,Sun,n,40,40,9/28/2020,20200928,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/4/2019
20201005,10/5/2020,1,5,279,Monday,Mon,y,41,41,10/5/2020,20201005,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/5/2019
20201006,10/6/2020,2,6,280,Tuesday,Tue,y,41,41,10/5/2020,20201005,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/6/2019
20201007,10/7/2020,3,7,281,Wednesday,Wed,y,41,41,10/5/2020,20201005,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/7/2019
20201008,10/8/2020,4,8,282,Thursday,Thu,y,41,41,10/5/2020,20201005,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/8/2019
20201009,10/9/2020,5,9,283,Friday,Fri,y,41,41,10/5/2020,20201005,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/9/2019
20201010,10/10/2020,6,10,284,Saturday,Sat,n,41,41,10/5/2020,20201005,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/10/2019
20201011,10/11/2020,7,11,285,Sunday,Sun,n,41,41,10/5/2020,20201005,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/11/2019
20201012,10/12/2020,1,12,286,Monday,Mon,y,42,42,10/12/2020,20201012,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/12/2019
20201013,10/13/2020,2,13,287,Tuesday,Tue,y,42,42,10/12/2020,20201012,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/13/2019
20201014,10/14/2020,3,14,288,Wednesday,Wed,y,42,42,10/12/2020,20201012,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/14/2019
20201015,10/15/2020,4,15,289,Thursday,Thu,y,42,42,10/12/2020,20201012,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/15/2019
20201016,10/16/2020,5,16,290,Friday,Fri,y,42,42,10/12/2020,20201012,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/16/2019
20201017,10/17/2020,6,17,291,Saturday,Sat,n,42,42,10/12/2020,20201012,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/17/2019
20201018,10/18/2020,7,18,292,Sunday,Sun,n,42,42,10/12/2020,20201012,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/18/2019
20201019,10/19/2020,1,19,293,Monday,Mon,y,43,43,10/19/2020,20201019,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/19/2019
20201020,10/20/2020,2,20,294,Tuesday,Tue,y,43,43,10/19/2020,20201019,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/20/2019
20201021,10/21/2020,3,21,295,Wednesday,Wed,y,43,43,10/19/2020,20201019,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/21/2019
20201022,10/22/2020,4,22,296,Thursday,Thu,y,43,43,10/19/2020,20201019,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/22/2019
20201023,10/23/2020,5,23,297,Friday,Fri,y,43,43,10/19/2020,20201019,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/23/2019
20201024,10/24/2020,6,24,298,Saturday,Sat,n,43,43,10/19/2020,20201019,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/24/2019
20201025,10/25/2020,7,25,299,Sunday,Sun,n,43,43,10/19/2020,20201019,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/25/2019
20201026,10/26/2020,1,26,300,Monday,Mon,y,44,44,10/26/2020,20201026,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/26/2019
20201027,10/27/2020,2,27,301,Tuesday,Tue,y,44,44,10/26/2020,20201026,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/27/2019
20201028,10/28/2020,3,28,302,Wednesday,Wed,y,44,44,10/26/2020,20201026,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/28/2019
20201029,10/29/2020,4,29,303,Thursday,Thu,y,44,44,10/26/2020,20201026,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/29/2019
20201030,10/30/2020,5,30,304,Friday,Fri,y,44,44,10/26/2020,20201026,10,10,October,Oct,4,2020,202010,4,2,2021,n,10/30/2019
20201031,10/31/2020,6,31,305,Saturday,Sat,n,44,44,10/26/2020,20201026,10,10,October,Oct,4,2020,202010,4,2,2021,m,10/31/2019
20201101,11/1/2020,7,1,306,Sunday,Sun,n,44,44,10/26/2020,20201026,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/1/2019
20201102,11/2/2020,1,2,307,Monday,Mon,y,45,45,11/2/2020,20201102,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/2/2019
20201103,11/3/2020,2,3,308,Tuesday,Tue,y,45,45,11/2/2020,20201102,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/3/2019
20201104,11/4/2020,3,4,309,Wednesday,Wed,y,45,45,11/2/2020,20201102,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/4/2019
20201105,11/5/2020,4,5,310,Thursday,Thu,y,45,45,11/2/2020,20201102,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/5/2019
20201106,11/6/2020,5,6,311,Friday,Fri,y,45,45,11/2/2020,20201102,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/6/2019
20201107,11/7/2020,6,7,312,Saturday,Sat,n,45,45,11/2/2020,20201102,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/7/2019
20201108,11/8/2020,7,8,313,Sunday,Sun,n,45,45,11/2/2020,20201102,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/8/2019
20201109,11/9/2020,1,9,314,Monday,Mon,y,46,46,11/9/2020,20201109,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/9/2019
20201110,11/10/2020,2,10,315,Tuesday,Tue,y,46,46,11/9/2020,20201109,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/10/2019
20201111,11/11/2020,3,11,316,Wednesday,Wed,y,46,46,11/9/2020,20201109,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/11/2019
20201112,11/12/2020,4,12,317,Thursday,Thu,y,46,46,11/9/2020,20201109,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/12/2019
20201113,11/13/2020,5,13,318,Friday,Fri,y,46,46,11/9/2020,20201109,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/13/2019
20201114,11/14/2020,6,14,319,Saturday,Sat,n,46,46,11/9/2020,20201109,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/14/2019
20201115,11/15/2020,7,15,320,Sunday,Sun,n,46,46,11/9/2020,20201109,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/15/2019
20201116,11/16/2020,1,16,321,Monday,Mon,y,47,47,11/16/2020,20201116,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/16/2019
20201117,11/17/2020,2,17,322,Tuesday,Tue,y,47,47,11/16/2020,20201116,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/17/2019
20201118,11/18/2020,3,18,323,Wednesday,Wed,y,47,47,11/16/2020,20201116,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/18/2019
20201119,11/19/2020,4,19,324,Thursday,Thu,y,47,47,11/16/2020,20201116,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/19/2019
20201120,11/20/2020,5,20,325,Friday,Fri,y,47,47,11/16/2020,20201116,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/20/2019
20201121,11/21/2020,6,21,326,Saturday,Sat,n,47,47,11/16/2020,20201116,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/21/2019
20201122,11/22/2020,7,22,327,Sunday,Sun,n,47,47,11/16/2020,20201116,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/22/2019
20201123,11/23/2020,1,23,328,Monday,Mon,y,48,48,11/23/2020,20201123,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/23/2019
20201124,11/24/2020,2,24,329,Tuesday,Tue,y,48,48,11/23/2020,20201123,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/24/2019
20201125,11/25/2020,3,25,330,Wednesday,Wed,y,48,48,11/23/2020,20201123,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/25/2019
20201126,11/26/2020,4,26,331,Thursday,Thu,y,48,48,11/23/2020,20201123,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/26/2019
20201127,11/27/2020,5,27,332,Friday,Fri,y,48,48,11/23/2020,20201123,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/27/2019
20201128,11/28/2020,6,28,333,Saturday,Sat,n,48,48,11/23/2020,20201123,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/28/2019
20201129,11/29/2020,7,29,334,Sunday,Sun,n,48,48,11/23/2020,20201123,11,11,November,Nov,4,2020,202011,5,2,2021,n,11/29/2019
20201130,11/30/2020,1,30,335,Monday,Mon,y,49,49,11/30/2020,20201130,11,11,November,Nov,4,2020,202011,5,2,2021,m,11/30/2019
20201201,12/1/2020,2,1,336,Tuesday,Tue,y,49,49,11/30/2020,20201130,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/1/2019
20201202,12/2/2020,3,2,337,Wednesday,Wed,y,49,49,11/30/2020,20201130,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/2/2019
20201203,12/3/2020,4,3,338,Thursday,Thu,y,49,49,11/30/2020,20201130,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/3/2019
20201204,12/4/2020,5,4,339,Friday,Fri,y,49,49,11/30/2020,20201130,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/4/2019
20201205,12/5/2020,6,5,340,Saturday,Sat,n,49,49,11/30/2020,20201130,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/5/2019
20201206,12/6/2020,7,6,341,Sunday,Sun,n,49,49,11/30/2020,20201130,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/6/2019
20201207,12/7/2020,1,7,342,Monday,Mon,y,50,50,12/7/2020,20201207,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/7/2019
20201208,12/8/2020,2,8,343,Tuesday,Tue,y,50,50,12/7/2020,20201207,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/8/2019
20201209,12/9/2020,3,9,344,Wednesday,Wed,y,50,50,12/7/2020,20201207,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/9/2019
20201210,12/10/2020,4,10,345,Thursday,Thu,y,50,50,12/7/2020,20201207,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/10/2019
20201211,12/11/2020,5,11,346,Friday,Fri,y,50,50,12/7/2020,20201207,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/11/2019
20201212,12/12/2020,6,12,347,Saturday,Sat,n,50,50,12/7/2020,20201207,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/12/2019
20201213,12/13/2020,7,13,348,Sunday,Sun,n,50,50,12/7/2020,20201207,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/13/2019
20201214,12/14/2020,1,14,349,Monday,Mon,y,51,51,12/14/2020,20201214,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/14/2019
20201215,12/15/2020,2,15,350,Tuesday,Tue,y,51,51,12/14/2020,20201214,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/15/2019
20201216,12/16/2020,3,16,351,Wednesday,Wed,y,51,51,12/14/2020,20201214,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/16/2019
20201217,12/17/2020,4,17,352,Thursday,Thu,y,51,51,12/14/2020,20201214,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/17/2019
20201218,12/18/2020,5,18,353,Friday,Fri,y,51,51,12/14/2020,20201214,12,12,December,Dec,4,2020,202012,6,2,2021,n,12/18/2019
